d1,d2,type,split,Neg samples
DB00261,DB00608,19,DB00255$h
DB00648,DB00481,74,DB01207$h
DB04948,DB00866,24,DB01288$t
DB01050,DB08880,46,DB09076$t
DB01336,DB06810,39,DB00540$h
DB01356,DB01239,34,DB01010$t
DB00945,DB00429,69,DB01034$h
DB01403,DB01558,15,DB04951$h
DB09352,DB08922,60,DB00310$h
DB00559,DB00905,59,DB00717$t
DB00531,DB00291,14,DB06795$h
DB01403,DB08938,66,DB00841$t
DB09030,DB06154,48,DB01409$h
DB00615,DB00912,3,DB01431$h
DB09054,DB00582,72,DB09414$h
DB09166,DB05271,31,DB00295$t
DB06605,DB00573,5,DB01170$h
DB04896,DB00610,84,DB01390$h
DB12364,DB00936,65,DB01393$h
DB00359,DB01208,8,DB09282$h
DB04855,DB01181,10,DB11315$t
DB01577,DB08799,75,DB00476$h
DB01097,DB00467,26,DB09414$t
DB00938,DB00310,82,DB01120$h
DB01071,DB00502,81,DB00423$h
DB01014,DB08439,56,DB00966$h
DB01158,DB00422,36,DB09117$t
DB02709,DB01088,52,DB00692$h
DB00452,DB00314,20,DB01268$h
DB00422,DB00805,70,DB00221$t
DB01136,DB09083,53,DB01282$t
DB01070,DB00524,50,DB00369$h
DB01359,DB00277,13,DB00668$t
DB00215,DB09042,63,DB00637$h
DB01356,DB00524,71,DB11136$t
DB09076,DB01090,1,DB00899$h
DB13595,DB00394,2,DB00263$h
DB00399,DB00955,23,DB00985$t
DB00887,DB00728,16,DB00198$t
DB00437,DB00691,85,DB00810$t
DB00288,DB01226,21,DB00820$t
DB00193,DB00865,68,DB00740$t
DB00813,DB09290,38,DB00251$t
DB00230,DB06216,7,DB06698$h
DB12278,DB00761,58,DB00870$t
DB00584,DB06695,76,DB01329$t
DB00820,DB00968,9,DB00865$h
DB09124,DB00390,57,DB00567$t
DB00946,DB01022,11,DB00916$h
DB01355,DB00524,29,DB01212$t
DB00554,DB00214,28,DB09063$t
DB09245,DB00289,43,DB01229$t
DB08906,DB01185,73,DB01578$t
DB00727,DB00203,37,DB01359$t
DB00647,DB06767,64,DB06789$t
DB00544,DB08868,33,DB00780$t
DB00248,DB04861,18,DB00181$h
DB00346,DB00751,4,DB00983$h
DB00391,DB01623,35,DB00317$h
DB00539,DB06708,32,DB01244$h
DB00619,DB00448,27,DB00409$h
DB00999,DB00215,54,DB00239$t
DB01016,DB00230,49,DB01580$t
DB09270,DB01393,47,DB00514$h
DB00334,DB06701,17,DB01324$t
DB01348,DB00421,67,DB13450$h
DB00091,DB06710,79,DB00672$h
DB01141,DB00396,12,DB00369$t
DB06261,DB00460,0,DB00512$t
DB00193,DB11699,51,DB06803$t
DB00302,DB00890,80,DB08896$h
DB01255,DB01242,22,DB03585$t
DB00571,DB06709,45,DB00318$t
DB01151,DB00388,83,DB00685$t
DB09063,DB01260,77,DB01340$h
DB00968,DB00614,30,DB01191$h
DB00796,DB09338,55,DB00234$h
DB08824,DB00813,44,DB01013$h
DB00594,DB00864,41,DB12267$h
DB00958,DB01082,6,DB09244$h
DB00182,DB00454,40,DB06736$t
DB00993,DB00881,62,DB01394$h
DB01367,DB00802,78,DB00281$t
DB00727,DB00247,61,DB00961$h
DB00295,DB00758,25,DB00357$t
DB00222,DB01032,42,DB00911$t
DB00940,DB01026,74,DB00678$h
DB00216,DB00951,46,DB00437$t
DB01043,DB00810,69,DB09209$h
DB00883,DB00203,46,DB00863$t
DB04951,DB00429,69,DB00248$t
DB00690,DB01017,15,DB00966$h
DB09034,DB00257,72,DB01044$h
DB00898,DB01545,15,DB00936$h
DB00238,DB08439,3,DB09274$h
DB09212,DB01380,48,DB00296$t
DB00404,DB09166,48,DB04911$h
DB01186,DB08827,48,DB05246$h
DB00812,DB00622,46,DB00853$t
DB06016,DB00752,46,DB08912$t
DB01170,DB01576,74,DB00491$t
DB01028,DB01072,46,DB04841$t
DB00472,DB00321,48,DB00472$t
DB00608,DB09291,46,DB01600$t
DB06789,DB04855,46,DB00175$t
DB00740,DB00281,46,DB01096$t
DB09543,DB00233,5,DB00526$h
DB00755,DB00519,48,DB00545$t
DB00344,DB01348,72,DB09241$h
DB01024,DB00232,69,DB00122$h
DB00470,DB00257,72,DB01005$h
DB01061,DB03615,74,DB00186$h
DB00872,DB00343,72,DB09075$t
DB00820,DB00320,46,DB00861$t
