d1,d2,type,split,Neg samples
DB01240,DB00374,52,DB06725$t
DB01115,DB01136,59,DB01280$h
DB00363,DB01154,48,DB00460$h
DB00231,DB00582,46,DB00922$h
DB01250,DB06725,56,DB01262$t
DB00503,DB04878,69,DB00998$t
DB09280,DB13879,74,DB05265$t
DB01220,DB01182,72,DB00543$h
DB01245,DB01377,20,DB09280$h
DB06228,DB01166,5,DB09135$h
DB04948,DB00960,24,DB00535$t
DB01210,DB00784,36,DB00528$t
DB00961,DB00450,15,DB08824$h
DB01059,DB00326,66,DB00222$t
DB00202,DB00813,53,DB00374$t
DB00468,DB06825,19,DB00832$h
DB01708,DB01420,73,DB06261$t
DB00749,DB01059,26,DB00731$h
DB00951,DB01045,79,DB01036$t
DB00279,DB01223,3,DB06704$h
DB00454,DB06767,64,DB00904$t
DB00264,DB00816,13,DB00185$t
DB01087,DB06697,32,DB00853$t
DB00352,DB01078,57,DB06819$t
DB00391,DB01618,35,DB00589$h
DB01263,DB06287,76,DB01137$t
DB00468,DB00419,8,DB00474$h
DB00569,DB04575,11,DB00511$h
DB00737,DB00765,31,DB06701$t
DB09082,DB00999,82,DB00986$t
DB01580,DB06207,29,DB01618$t
DB00865,DB06723,71,DB01164$h
DB01092,DB00483,81,DB00927$t
DB09352,DB00924,22,DB08795$h
DB01077,DB00798,23,DB01227$h
DB00295,DB01576,68,DB11610$t
DB09104,DB01013,2,DB01252$h
DB01365,DB01403,60,DB05265$h
DB00715,DB01227,63,DB09138$t
DB00937,DB00737,75,DB00742$h
DB00805,DB00454,40,DB00391$t
DB00727,DB00248,61,DB11574$h
DB07615,DB00903,28,DB01036$t
DB01245,DB06810,39,DB08958$h
DB01393,DB09055,47,DB01330$h
DB09076,DB09300,1,DB00681$t
DB00862,DB00264,9,DB00668$h
DB00629,DB00696,70,DB01076$t
DB00457,DB00368,4,DB00310$h
DB01395,DB00784,67,DB00743$h
DB00338,DB06701,17,DB06288$t
DB06154,DB06267,37,DB09014$h
DB01070,DB00310,50,DB01046$h
DB00773,DB08895,33,DB00831$h
DB00091,DB01181,10,DB11641$t
DB00353,DB00264,18,DB01615$h
DB01062,DB09272,38,DB00805$t
DB01356,DB01242,34,DB00653$h
DB00999,DB01104,54,DB00796$t
DB00285,DB01407,84,DB00390$t
DB00531,DB00352,14,DB00187$h
DB01248,DB00515,62,DB01183$h
DB00695,DB01226,16,DB11596$t
DB01234,DB01226,21,DB06282$t
DB09063,DB01013,77,DB00605$h
DB00370,DB00211,83,DB06804$t
DB00437,DB01197,85,DB00470$h
DB12364,DB00573,65,DB08954$h
DB00230,DB01355,7,DB01158$h
DB00932,DB04575,27,DB00585$t
DB00783,DB00749,80,DB00363$h
DB00670,DB00761,58,DB09075$t
DB11630,DB00460,0,DB01111$t
DB06204,DB00377,51,DB01067$h
DB00735,DB00396,12,DB09095$t
DB01626,DB00708,78,DB00387$h
DB00672,DB01032,42,DB00852$t
DB01120,DB00230,49,DB01452$t
DB01045,DB06209,25,DB01188$h
DB00796,DB00872,55,DB01075$h
DB00958,DB01172,6,DB01337$h
DB09245,DB00289,43,DB06290$t
DB00866,DB06709,45,DB01059$t
DB08824,DB00490,44,DB00697$h
DB00968,DB01247,30,DB01218$t
DB00594,DB00091,41,DB00531$h
DB00313,DB00980,48,DB01128$h
DB01034,DB00401,48,DB00371$t
DB00335,DB00678,48,DB00664$h
DB00872,DB12332,72,DB08811$t
DB00899,DB00189,48,DB00758$h
DB09280,DB00997,74,DB08930$h
DB00589,DB00619,46,DB06206$t
DB00195,DB00246,46,DB01200$h
DB00312,DB04896,48,DB06261$t
DB00379,DB00091,46,DB01399$h
DB00252,DB00543,48,DB01166$t
DB06789,DB00220,46,DB00554$t
DB00408,DB01267,48,DB11699$t
DB00214,DB04878,69,DB00816$t
DB00575,DB00528,59,DB00273$h
DB01591,DB06738,48,DB08967$t
DB09166,DB08873,72,DB01283$t
DB00590,DB08822,48,DB09543$t
DB00091,DB01034,46,DB00521$t
DB00647,DB01319,46,DB09297$t
DB00253,DB00655,72,DB11994$h
DB00193,DB00494,48,DB01066$t
DB01401,DB01600,48,DB08867$t
DB00990,DB06636,46,DB00427$t
DB01047,DB00976,72,DB09244$h
DB00327,DB01156,46,DB11239$t
DB01589,DB00270,46,DB01107$t
DB00748,DB08880,46,DB00404$t
DB00245,DB04868,46,DB06216$t
DB00772,DB05812,72,DB08815$t
DB00193,DB08872,48,DB01586$h
DB00344,DB00881,72,DB09212$t
DB01137,DB00199,19,DB04575$h
DB01035,DB08893,19,DB13153$h
DB00370,DB04871,48,DB01184$h
DB00889,DB01242,19,DB00441$h
DB01030,DB00501,72,DB00443$h
DB01116,DB00273,48,DB00843$h
DB09343,DB00668,72,DB00796$t
DB00696,DB01406,48,DB11737$t
DB13874,DB06697,46,DB00621$t
DB00420,DB01274,19,DB00201$t
DB08822,DB00784,48,DB00791$t
DB00869,DB01144,48,DB06718$t
DB01248,DB00724,48,DB09119$t
DB00603,DB01251,69,DB04930$h
DB04844,DB05812,72,DB09084$t
DB04552,DB00838,48,DB09117$h
DB01080,DB01621,48,DB00369$t
DB00981,DB00496,69,DB05528$t
DB00898,DB00231,15,DB00808$t
DB01161,DB01433,48,DB06782$t
DB00285,DB00476,48,DB00470$h
DB00285,DB01247,48,DB01685$h
DB01220,DB00678,72,DB01356$t
DB01100,DB01076,48,DB00827$t
DB00759,DB01232,46,DB01338$t
DB01626,DB00601,48,DB08976$t
DB01563,DB01104,48,DB01610$t
DB00818,DB00968,48,DB00969$t
DB00418,DB01115,59,DB01418$t
DB05239,DB01263,72,DB00495$t
DB00752,DB06712,59,DB01264$h
DB04861,DB00735,36,DB00367$t
DB01220,DB00783,74,DB00404$h
DB00175,DB00091,72,DB06155$h
DB01221,DB00257,46,DB01063$t
DB02709,DB00429,69,DB03619$t
DB00458,DB00169,46,DB00531$t
DB06802,DB09211,69,DB13450$h
DB01320,DB00525,74,DB08911$t
