d1,d2,type,split,Neg samples
DB00648,DB00705,74,DB09268$h
DB00911,DB06717,72,DB08897$h
DB00712,DB00770,69,DB01233$t
DB00911,DB00243,46,DB09270$t
DB00559,DB00829,74,DB00436$h
DB01037,DB00208,46,DB09269$t
DB00608,DB04574,48,DB01214$t
DB01551,DB00296,48,DB01204$t
DB00309,DB00196,72,DB00210$t
DB06144,DB06594,48,DB00284$t
DB00844,DB11106,48,DB13925$h
DB00897,DB08922,48,DB09242$t
DB00806,DB00612,59,DB06690$h
DB00909,DB00208,46,DB01329$h
DB00705,DB06702,76,DB00384$t
DB00514,DB00477,46,DB00541$t
DB11828,DB00661,46,DB01351$t
DB06196,DB00635,48,DB00424$h
DB01155,DB01142,19,DB00209$t
DB00593,DB04908,48,DB00806$t
DB06594,DB00188,72,DB00142$h
DB12483,DB00661,46,DB00721$h
DB06772,DB00631,48,DB00839$t
DB00559,DB01551,74,DB09270$h
DB09477,DB00812,48,DB01243$h
DB00332,DB06702,48,DB06696$t
DB00461,DB09120,46,DB00608$h
DB00514,DB00857,46,DB00412$h
DB00850,DB01214,59,DB00158$h
DB09218,DB00467,26,DB05039$h
DB08897,DB00844,48,DB09070$t
DB00804,DB11315,48,DB00563$t
DB00774,DB01041,48,DB00477$t
DB06736,DB00208,46,DB00839$t
DB06144,DB00208,46,DB00814$t
DB00612,DB08931,48,DB04794$h
DB00897,DB00334,48,DB04898$h
DB00526,DB09291,72,DB01233$h
DB08828,DB06717,72,DB08897$h
DB06690,DB01544,48,DB00345$h
DB01071,DB01037,1,DB01085$h
DB00502,DB02703,72,DB00434$t
DB09270,DB00334,72,DB00631$h
DB00514,DB04946,48,DB00444$t
DB05039,DB00196,46,DB04711$h
DB09555,DB00834,72,DB01202$h
DB01006,DB01167,46,DB00412$h
DB00946,DB01289,5,DB00583$h
DB00433,DB00857,46,DB01380$t
DB01193,DB00461,36,DB00763$t
DB00648,DB00444,74,DB00829$h
DB00712,DB00461,48,DB08897$h
DB09183,DB00608,46,DB09269$t
DB00162,DB00755,48,DB08909$t
DB04946,DB00540,19,DB00340$h
DB00907,DB00196,46,DB00771$t
DB01204,DB09291,72,DB00557$t
DB01209,DB00774,48,DB06702$t
DB00425,DB01086,15,DB08889$t
DB12267,DB02703,72,DB00970$t
DB00909,DB00196,46,DB11079$t
DB00425,DB00268,31,DB05521$t
DB04908,DB06717,72,DB00826$h
DB00514,DB00850,48,DB09555$h
DB00191,DB00598,48,DB06702$h
DB00774,DB06403,59,DB00244$t
DB00897,DB00405,48,DB01160$h
DB00433,DB01214,59,DB00771$h
DB01214,DB09070,59,DB00426$t
DB06690,DB00555,48,DB00863$t
DB00244,DB00936,56,DB00608$h
DB00806,DB09477,59,DB00778$t
DB00238,DB05521,74,DB12267$h
DB00755,DB06717,72,DB09198$t
DB08922,DB04946,48,DB00541$h
DB01551,DB01544,48,DB00435$h
DB01233,DB06702,76,DB00598$t
DB00425,DB01159,15,DB01243$t
DB00477,DB00435,48,DB00340$t
DB00598,DB01244,59,DB12267$t
DB06696,DB00210,71,DB06707$t
DB00863,DB08864,74,DB06816$t
DB00296,DB00797,48,DB11106$h
DB00686,DB09283,48,DB00210$t
DB01233,DB00572,69,DB04840$t
DB04908,DB01196,72,DB00710$h
DB04946,DB00243,19,DB08934$h
DB01551,DB01142,48,DB13595$t
DB06335,DB09118,72,DB09462$h
DB01193,DB00688,36,DB01086$h
DB00433,DB06690,48,DB09321$t
DB00425,DB08922,15,DB00309$t
DB06786,DB06717,72,DB08884$h
DB01018,DB02703,72,DB06707$t
DB00974,DB00936,5,DB01037$h
DB00661,DB01214,48,DB01073$h
DB09555,DB00208,46,DB00839$t
DB00191,DB06702,76,DB01656$t
DB00938,DB01026,72,DB00992$h
DB01193,DB06764,48,DB09555$t
DB00315,DB00502,48,DB00541$h
DB00244,DB00939,56,DB00662$t
DB00721,DB08922,48,DB00540$h
DB01351,DB00405,48,DB00293$t
DB00424,DB01209,48,DB01048$t
DB00541,DB08864,72,DB00830$t
DB00648,DB01002,74,DB00433$h
DB06144,DB00540,48,DB09488$h
DB00296,DB09291,46,DB08887$t
DB00844,DB00850,48,DB00467$t
DB00829,DB04946,48,DB01578$h
DB00268,DB00208,46,DB00260$h
DB01043,DB00572,69,DB01048$h
DB01159,DB00384,48,DB09090$t
DB00557,DB06702,76,DB08864$t
DB08864,DB01190,72,DB00967$h
DB01592,DB00940,66,DB00405$t
DB08808,DB06196,36,DB00433$t
